,Quantity/Units,Weight(Tons),Value(1000 SAR),Commodity Code,Commodity,Country Group
247,0,9334.267,9996.755,70052900,OTHER NON-WIRED FLOAT GLASS,"African not Arabic,not Islamic"
248,0,8403.147,41767.421,70109000,OTHER BOTTLES AND BEAKERS OF GLASS,"African not Arabic,not Islamic"
249,0,7600.86,12825.169,72143090,PARTIALLY-WORKED BARS OF FREE-CUTTING STEEL,"African not Arabic,not Islamic"
250,0,681.697,13784.779,74040000,COPPER WASTE AND SCRAP,"African not Arabic,not Islamic"
251,0,5050.401,47019.287,76061200,"RECTANGULAR ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK","African not Arabic,not Islamic"
252,0,2696.855,27786.524,76069200,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK","African not Arabic,not Islamic"
253,0,5301.716,31762.692,98010000,the personal effects and used household items brought into the co,"African not Arabic,not Islamic"
254,0,279018.163,377423.992,99999999,Other Commodities,"African not Arabic,not Islamic"
255,0,119.353,2772.996,3061700,"SHRIMPS AND PRAWNS, FROZEN",Australia and Oceania
256,0,464.124,4278.413,8041010,FRESH DATES,Australia and Oceania
257,0,4971.9,2937.398,25030000,"SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",Australia and Oceania
258,0,280648.05,325952.581,27090000,CRUDE PETROLEUM OILS,Australia and Oceania
259,0,183993.0,211002.569,28141000,ANHYDROUS AMMONIA,Australia and Oceania
260,0,48600.0,40482.0,28142000,AMMONIA IN AQUEOUS SOLUTION,Australia and Oceania
261,0,431000.0,334424.889,28151200,SODA LYE OR LIQUID SODA,Australia and Oceania
262,0,1066.5,3514.266,29212900,OTHER ACYCLIC POLYAMINES,Australia and Oceania
263,0,714.66,2421.815,29221100,MONOETHANOLAMINE AND ITS SALTS,Australia and Oceania
264,0,380.0,2309.771,29291000,ISOCYANATES,Australia and Oceania
265,0,335.75,1024.062,29339990,Other Heterocyclic Compounds with nitrogen hetero-atom(s),Australia and Oceania
266,0,956306.14,979272.936,31021000,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",Australia and Oceania
267,0,3120.0,28027.575,32061100,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,Australia and Oceania
268,0,169.035,1109.359,34011930,ARTIFICIAL SOAP PREPARED FOR SPECIAL USE,Australia and Oceania
269,0,291.752,2186.107,34049090,OTHER PREPARED WAXES,Australia and Oceania
270,0,150.38,5663.326,38151900,OTHER SUPPORTED CATALYSTS,Australia and Oceania
271,0,3713.03,8181.239,39011000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF LESS THAN 0.94,Australia and Oceania
272,0,7675.139,21243.329,39012000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF 0.94 OR MORE,Australia and Oceania
273,0,32278.816,109856.492,39021000,POLYPRO PYLENE,Australia and Oceania
274,0,260.0,1529.014,39093000,OTHER AMINO-RESINS,Australia and Oceania
275,0,1337.842,7366.943,39201000,"OTHER SHEETS, ETC., OF POLYMERS OF ETHYLENE",Australia and Oceania
276,0,242.859,2891.439,48236900,"Trays, Dishes and Cups of Paper",Australia and Oceania
277,0,116.549,1154.042,54023900,OTHER TEXTURED YARN,Australia and Oceania
278,0,1408.306,14577.058,54024700," Other theded, of polyesters",Australia and Oceania
279,0,621.935,4747.363,54024800," Other theded, of polypropylene",Australia and Oceania
280,0,223.579,2277.684,54026200,"POLYESTERS, MULTIPLE YARN",Australia and Oceania
281,0,1742.634,16693.866,54026900,OTHER MULTIPLE SYNTHETIC YARN,Australia and Oceania
282,0,1214.823,10027.889,54072000,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,Australia and Oceania
283,0,1166.927,11929.03,57033090,OTHER TUFTED MANMADE TEXTILE CARPETS,Australia and Oceania
284,0,602.332,4684.189,57041000,"TILES OF A MAXIMUM AREA OF 0.3 M2, FELT",Australia and Oceania
285,0,217.815,2704.067,63025300,TABLE LINEN OF MAN-MADE FIBERS,Australia and Oceania
286,0,4469.564,13051.778,70052900,OTHER NON-WIRED FLOAT GLASS,Australia and Oceania
287,0,666.342,1538.452,70071900,OTHER TEMPERED SAFETY GLASS,Australia and Oceania
288,0,22701.364,42185.544,70109000,OTHER BOTTLES AND BEAKERS OF GLASS,Australia and Oceania
289,0,277.95,1600.536,70199040,"INSULATION (HEAT, SOUND, ELECTRICITY) OF GLASS FIBERS",Australia and Oceania
290,0,8.064,1473112.787,71081210,GOLD INGOTS,Australia and Oceania
291,0,821.53,5017.29,76020000,ALUMINIUM WASTE AND SCRAP,Australia and Oceania
292,0,2717.404,24050.794,76061100,"RECTANGULAR UNALLOYED ALUMINUM PLATES, OVER 0.2MM THICK",Australia and Oceania
293,0,531.708,4695.431,76061200,"RECTANGULAR ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",Australia and Oceania
294,0,1144.563,10497.598,76069200,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",Australia and Oceania
295,0,111.51,3094.567,76129010,"CANS FOR AERATING BEVERAGES AND FRUIT JUICES, ALUMINUM",Australia and Oceania
296,0,160.671,3941.995,83091000,CROWN CORKS,Australia and Oceania
297,0,381.612,10936.652,83099020,"STOPPERS, SCREW COVERS AND THE LIKE FOR BOTTLES",Australia and Oceania
298,2,20.0,1190.749,84138190,OTHER LIQUID PUMPS,Australia and Oceania
299,0,602.067,5016.836,84248110,COMPLETE IRRIGATION SYSTEMS OF ALL KINDS,Australia and Oceania
300,0,110.85,1742.436,85042200,"LIQUID DIELECTRIC TRANSFORMERS, 651 TO 10,000 KVA",Australia and Oceania
301,0,98.38,1555.238,85042300,"LIQUID DIELECTRIC TRANSFORMERS, OVER 10,000 KVA",Australia and Oceania
302,0,1.7,1048.689,90158000,"OTHER INSTRUMENTS FOR SURVEYING, HYDROGRAPHIC , ETC.",Australia and Oceania
303,0,2.735,1666.632,90159000,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",Australia and Oceania
304,0,0.63,3334.464,90308400," Other, with a recording device",Australia and Oceania
305,0,4278.134,33658.369,99999999,Other Commodities,Australia and Oceania
306,0,67550.0,219515.546,27073000,XYLOLE,North America
307,0,27624364.064,26785858.836,27090000,CRUDE PETROLEUM OILS,North America
308,0,43999.539,39549.118,27101121,ENGINE  GASOLINE,North America
309,0,65097.182,85992.971,27101122,JET AIRPLANE FUEL,North America
310,0,88423.078,50020.863,27101214,NATURAL GASOLINE,North America
311,0,185051.774,104435.092,27101911,BASE OILS,North America
312,0,422619.5,562360.201,28141000,ANHYDROUS AMMONIA,North America
313,0,9590.54,191711.881,28332500,SULPHATES OF COPPER,North America
314,0,147048.36,336192.765,29024300,P-XYLENE,North America
315,0,50145.225,108817.692,29053100,ETHYLENE GLYCOL (ETHANEDIOL),North America
316,0,45926.738,94172.951,29062900,OTHER AROMATIC CYCLIC ALCOHOLS,North America
317,0,60800.0,93969.353,29094300,Monobutyl ethers of Ethylene glycol or of diethylene glycol,North America
318,0,7352.598,61243.875,29161400,ESTERS OF METHACRYLIC ACID,North America
319,0,567194.4,452638.982,31021000,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",North America
320,0,246.258,39972.64,33030010,"PERFUMES, LIQUID OR SOLID",North America
321,0,364.52,139766.088,38151200,SUPPORTED CATALYSTS WITH PRECIOUS METAL,North America
322,0,864.192,92743.189,38151900,OTHER SUPPORTED CATALYSTS,North America
323,0,1595.294,147990.709,38159000,"OTHER INITIATORS, ACCELERATORS OR CATALYSTS",North America
324,0,17033.913,70935.763,38170000,MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,North America
325,0,18301.471,72657.001,39021000,POLYPRO PYLENE,North America
326,0,5419.5,38454.939,39202000,"OTHER SHEETS, ETC., OF POLYMERS OF PROPYLENE",North America
327,0,5646.381,42374.514,39219000,"OTHER PLASTIC SHEETS, FILM, ETC., NON-CELLULAR",North America
328,0,6695.997,86027.556,54041900, Other substrates can be solitary or polypropylene,North America
329,0,12520.406,120934.912,54072000,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,North America
330,0,8881.138,82833.575,56031100,W/OUT FABRICS OF IND/SYNTH. CAPILLARY WT. > 25 GR./M2,North America
331,0,24874.821,49544.932,70109000,OTHER BOTTLES AND BEAKERS OF GLASS,North America
332,0,9851.708,47593.016,73041900, Other Pipe Of stainless steel,North America
333,0,7200.066,68342.75,73042200, Drill pipe of stainless steel,North America
334,0,12291.638,77484.224,73089090,OTHER IRON OR STEEL STRUCTURES OR PARTS,North America
335,0,8593.693,183961.006,74040000,COPPER WASTE AND SCRAP,North America
336,0,58568.448,578389.001,76061200,"RECTANGULAR ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",North America
337,0,32097.319,341239.257,76069200,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",North America
338,0,6306.439,134728.364,76129010,"CANS FOR AERATING BEVERAGES AND FRUIT JUICES, ALUMINUM",North America
339,0,7.014,66952.383,84091000,PARTS FOR AIRCRAFT ENGINES,North America
340,0,186.882,96870.943,84119900,OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,North America
341,0,2310.231,42432.992,84139100,PARTS OF LIQUID PUMPS,North America
342,0,76.387,40759.43,84314900,"OTHER PARTS FOR HEADINGS 84.26, 84.29 OR 84.30",North America
343,0,165.899,87242.467,85030000,"PARTS FOR ELECTRIC MOTORS, GENERATORS OR GENERATING SET",North America
344,0,5129.152,119959.499,85118000,OTHER EQUIPMENT FOR STARTING ENGINES,North America
345,0,1.701,41149.912,85423900, Other Processors and controllers Or Memories Or Amplifiers,North America
346,81,120.702,117608.205,87032312,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",North America
347,13,20.619,77355.901,87032390,"OTHER VEHICLES, SPARK IGNITION, 1501 TO 3000 CC",North America
348,0,3148.724,36246.27,87163990,"OTHER TRAILERS FOR TRANSPORT OF GOODS, NOT MECHANICAL",North America
349,0,9.424,60768.75,88021100,"HELICOPTERS OF AN UNLADEN WEIGHT NOT EXCEEDING 2,000 kg",North America
350,0,312.555,326474.404,88033000,OTHER PARTS OF AEROPLANES OR HELICOPTERS,North America
351,0,53.969,343556.924,88052900,OTHER  FLYING TRAINING MACHINES,North America
352,1,769.0,63750.0,89040000,TUGS AND PUSHER CRAFT,North America
353,1,4699.0,86250.0,89052000,FLOATING OR SUBMERSIBLE DRILLING PLATFORMS,North America
354,0,18.332,221494.666,90159000,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",North America
355,0,27.49,95743.894,97060090,OTHER ANTIQUES OVER 100 YEARS OLD,North America
356,0,220094.63,1342548.244,99999999,Other Commodities,North America
357,0,2529.492,8525.224,4029110,"OTHER MILK, UNSWEETENED",South America
358,0,773.0,4096.9,8041021,STORED DATES,South America
359,0,7824.0,4678.394,25030000,"SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",South America
360,0,39000.0,3519.799,25232100,WHITE PORTLAND CEMENT,South America
361,0,2579945.32,2954918.066,27090000,CRUDE PETROLEUM OILS,South America
362,0,39864.724,45559.197,27101131,ENGINE DIESEL,South America
363,0,45676.238,57067.532,27101239,DIESEL FOR OTHER PURPOSES,South America
364,0,140084.6,20676.691,27129000,Other mineral waxes,South America
365,0,834791.54,956421.518,28141000,ANHYDROUS AMMONIA,South America
366,0,30000.0,22289.438,28151200,SODA LYE OR LIQUID SODA,South America
367,0,1150.0,3593.391,29025000,CYCLIC HYDROCARBONS (STYRENE),South America
368,0,13745.11,11568.602,29031500,"1,2-DICHLOROETHANE (ETHYLENE DICHLORIDE)",South America
369,0,5904.933,11828.274,29051400,OTHER BUTANOLS,South America
370,0,129741.03,229161.794,29094300,Monobutyl ethers of Ethylene glycol or of diethylene glycol,South America
371,0,3230.13,19716.832,29221100,MONOETHANOLAMINE AND ITS SALTS,South America
372,0,1542.398,11229.075,29221310,TRIENIMA LONAHTE,South America
373,0,203485.6,162613.716,31021000,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",South America
374,0,15000.0,19687.5,31052000,"FERTILIZERS CONTAINING NITROGEN, PHOSPHORUS, POTASSIUM",South America
375,0,2088.78,10481.168,38170000,MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,South America
376,0,105.647,3467.319,38249099,OTHER PREPARATIONS OF THE CHEMICAL INDUSTRIES,South America
377,0,51782.325,157360.171,39011000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF LESS THAN 0.94,South America
378,0,37984.827,134094.282,39012000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF 0.94 OR MORE,South America
379,0,5404.5,11824.714,39019000,OTHER ETHYLENE POLYMERS,South America
380,0,245486.047,932791.053,39021000,POLYPRO PYLENE,South America
381,0,4953.202,21467.268,39023000,PROPYLENE COPOLYMERS,South America
382,0,1658.25,9219.484,39033000,ACRYLONITRILE-BUTADIENE-STYRENE (ABS) COPOLYMERS,South America
383,0,1724.044,8842.611,39061000,POLYMETHYL METHACRYLATE,South America
384,0,1131.675,9366.087,39073000,EPOXIDE RESINS,South America
385,0,5858.4,51404.074,39074000,POLYCARBONATES,South America
386,0,5462.814,33242.253,39202000,"OTHER SHEETS, ETC., OF POLYMERS OF PROPYLENE",South America
387,0,564.045,3859.586,40027000,ETHYLENE-PROPYLENE-NON-CONJUGATED DIENE (EPDM),South America
388,0,947.096,3631.564,40030000,"RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, ETC.",South America
389,0,4810.947,7666.903,48051100,SEMI-CHEMICAL AND NOTCHED PAPER (FLOATING),South America
390,0,6492.476,7512.982,70049000,OTHER DRAWN OR BLOWN GLASS,South America
391,0,6362.574,7709.432,70051000,NON-WIRED FLOAT GLASS WITH REFLECTING LAYER,South America
392,0,9178.242,10498.507,70052900,OTHER NON-WIRED FLOAT GLASS,South America
393,0,1970.86,6714.789,72023000,FERRO-SILICO-MANGANESE,South America
394,0,9732.883,77951.768,76011000,"UNWROUGHT ALUMINIUM, NOT ALLOYED",South America
395,0,6791.866,54396.828,76012000,UNWROUGHT ALUMINIUM ALLOYS,South America
396,0,6345.362,58383.991,76061200,"RECTANGULAR ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",South America
397,0,3147.515,31464.328,76069200,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",South America
398,7,81.778,120070.753,84071000,"AIRCRAFT ENGINES, SPARK OR ROTARY",South America
399,0,2.2,17439.844,84119900,OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,South America
400,0,92.0,3930.491,84798200,"MIXING, KNEADING, CRUSHING, ETC. MACHINES",South America
401,0,74.436,3376.148,84798991,MACHINES FOR MAINTAINING THE PIPE LINES,South America
402,0,76.12,4615.498,85030000,"PARTS FOR ELECTRIC MOTORS, GENERATORS OR GENERATING SET",South America
403,43,102.042,6505.43,87031000,VEHICLES FOR SNOW; GOLF CARS AND THE LIKE,South America
404,0,25.45,4342.635,87089900,OTHER PARTS FOR MOTOR VEHICLES,South America
405,0,115.0,7339.68,87164090,"OTHER TRAILERS, NOT ELSEWHERE",South America
406,0,54.133,7440.954,90230000,"INSTRUMENTS, APPARATUS DESIGNED FOR DEMONSTRATIONS",South America
407,0,14304.896,89646.098,99999999,Other Commodities,South America
408,0,56152.868,152912.521,15180090,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",European Union
409,0,6816.232,93457.358,26202900,OTHER DEPOSITS CONTAINING GASLINE,European Union
410,0,104250.0,338778.622,27073000,XYLOLE,European Union
411,0,34592170.977,34830053.053,27090000,CRUDE PETROLEUM OILS,European Union
412,0,1312155.412,1579309.57,27101122,JET AIRPLANE FUEL,European Union
413,0,7715347.722,9471277.447,27101131,ENGINE DIESEL,European Union
414,0,266755.283,163454.955,27101214,NATURAL GASOLINE,European Union
415,0,473866.535,528746.021,27101229,FUEL FOR   OTHER PURPOSES,European Union
416,0,5406893.038,6261971.562,27101239,DIESEL FOR OTHER PURPOSES,European Union
417,0,77307.587,91930.684,27101911,BASE OILS,European Union
418,0,115479.548,124940.602,27131100,PETROLEUM COKE NOT CALCINED,European Union
419,0,20953.909,76990.634,29011040,HEXANES,European Union
420,0,226990.0,477716.771,29021100,CYCLOHEXANE,European Union
421,0,195254.109,476440.872,29024300,P-XYLENE,European Union
422,0,115561.954,305471.237,29025000,CYCLIC HYDROCARBONS (STYRENE),European Union
423,0,125871.302,77277.105,29051100,METHANOL (METHYL ALCOHOL),European Union
424,0,391418.368,582284.412,29053100,ETHYLENE GLYCOL (ETHANEDIOL),European Union
425,0,18486.316,75094.443,29053900,OTHER DIOLS,European Union
426,0,105018.072,245464.126,29062900,OTHER AROMATIC CYCLIC ALCOHOLS,European Union
427,0,28685.93,85527.303,29071110,Phenol,European Union
428,0,139154.345,284028.929,29091910,TERT-BUTYL METHYLETHERS,European Union
429,0,316909.507,560199.196,29094300,Monobutyl ethers of Ethylene glycol or of diethylene glycol,European Union
430,0,44086.436,146940.091,29153100,ETHYL ACETATE,European Union
431,0,145000.0,612272.102,29153200,VINYL ACETATE,European Union
432,0,31387.44,261535.844,29161400,ESTERS OF METHACRYLIC ACID,European Union
433,0,34330.0,129864.984,29221100,MONOETHANOLAMINE AND ITS SALTS,European Union
434,0,23594.669,76182.569,29221310,TRIENIMA LONAHTE,European Union
435,0,40748.92,265002.475,29291000,ISOCYANATES,European Union
436,0,12950.501,114224.053,32061100,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,European Union
437,0,983.861,349279.434,38159000,"OTHER INITIATORS, ACCELERATORS OR CATALYSTS",European Union
438,0,412988.054,1104787.579,39011000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF LESS THAN 0.94,European Union
439,0,502707.519,1360228.595,39012000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF 0.94 OR MORE,European Union
440,0,80841.685,190282.504,39019000,OTHER ETHYLENE POLYMERS,European Union
441,0,491020.024,2032024.56,39021000,POLYPRO PYLENE,European Union
442,0,21029.029,84178.798,39029000,OTHER PROPYLENE POLYMERS,European Union
443,0,67423.34,389304.114,39072000,OTHER POLYETHERS,European Union
444,0,55713.0,297438.588,39093000,OTHER AMINO-RESINS,European Union
445,0,76299.715,295005.419,39201000,"OTHER SHEETS, ETC., OF POLYMERS OF ETHYLENE",European Union
446,0,11599.809,99212.092,56031100,W/OUT FABRICS OF IND/SYNTH. CAPILLARY WT. > 25 GR./M2,European Union
447,0,0.461,110632.487,71131910,JEWELLERY OF GOLD,European Union
448,0,15937.464,288109.175,74040000,COPPER WASTE AND SCRAP,European Union
449,0,63502.795,508601.113,76011000,"UNWROUGHT ALUMINIUM, NOT ALLOYED",European Union
450,0,15380.955,189406.584,76069200,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",European Union
451,33,152.666,502598.652,84071000,"AIRCRAFT ENGINES, SPARK OR ROTARY",European Union
452,0,73.444,141422.703,84119900,OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,European Union
453,0,64.367,133059.953,85176220,"Other apparatus, for carrier-current line systems or for digital ",European Union
454,0,263.044,692299.244,88033000,OTHER PARTS OF AEROPLANES OR HELICOPTERS,European Union
455,0,31.595,177089.626,88052900,OTHER  FLYING TRAINING MACHINES,European Union
456,1574,155.236,195010.903,89011000,"CRUISE SHIPS, FERRY-BOATS AND THE LIKE FOR PERSONS",European Union
457,0,2025.121,74721.028,95089090,OTHERS FAIRGROUND AMUSEMENTS,European Union
458,0,552739.56,3646208.789,99999999,Other Commodities,European Union
459,0,800.884,6078.622,8041010,FRESH DATES,Europe not European Union
460,0,43495.26,48611.834,27101229,FUEL FOR   OTHER PURPOSES,Europe not European Union
461,0,104688.195,131678.035,27101239,DIESEL FOR OTHER PURPOSES,Europe not European Union
462,0,500.0,1978.969,29153200,VINYL ACETATE,Europe not European Union
463,0,3063.2,14596.885,29321100,TETRAHYDROFURAN,Europe not European Union
464,0,646.815,3058.198,29322000,OTHER LACTONES,Europe not European Union
465,0,431.0,4591.944,32061100,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,Europe not European Union
466,0,17.472,3010.04,33030010,"PERFUMES, LIQUID OR SOLID",Europe not European Union
467,0,224.654,4371.054,38249099,OTHER PREPARATIONS OF THE CHEMICAL INDUSTRIES,Europe not European Union
468,0,10290.514,36057.5,39011000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF LESS THAN 0.94,Europe not European Union
469,0,14057.288,45182.424,39012000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF 0.94 OR MORE,Europe not European Union
470,0,3663.0,17841.826,39013000,ETHYLENE-VINYL ACETATE COPOLYMERS,Europe not European Union
471,0,16742.689,59807.495,39021000,POLYPRO PYLENE,Europe not European Union
472,0,323.985,3560.395,39073000,EPOXIDE RESINS,Europe not European Union
473,0,1231.53,5598.986,39201000,"OTHER SHEETS, ETC., OF POLYMERS OF ETHYLENE",Europe not European Union
474,0,495.311,6466.558,48191010,BOXES FOR PRFUMES JEWLRY OR GIFIT,Europe not European Union
475,0,647.277,6175.252,54072000,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,Europe not European Union
476,0,243.042,2277.462,57033090,OTHER TUFTED MANMADE TEXTILE CARPETS,Europe not European Union
477,0,21.63,3323.002,62032900,"MALE ENSEMBLES, OF OTHER TEXTILES, NOT KNITTED",Europe not European Union
478,0,442.34,2239.346,68151010,FILTERING PIPES AND DISCS OF GRAPHITE,Europe not European Union
479,0,1.902,4850.503,71069110,SILVER INGOTS,Europe not European Union
480,0,9.197,1469966.127,71081210,GOLD INGOTS,Europe not European Union
481,0,0.132,25983.196,71129100,OTHER WASTED OF GOLD INCLUDING REGULAR METALS,Europe not European Union
482,0,1.887,390154.248,71131910,JEWELLERY OF GOLD,Europe not European Union
483,0,0.001,14667.158,71131920,JEWELLERY OF PLATINIUM AND THE PLATINUM GROUP,Europe not European Union
484,0,0.038,10717.055,71181000,"COIN (OTHER THAN GOLD COIN), NOT LEGAL TENDER",Europe not European Union
485,0,2896.066,52589.38,74040000,COPPER WASTE AND SCRAP,Europe not European Union
486,0,618.123,4950.618,76012000,UNWROUGHT ALUMINIUM ALLOYS,Europe not European Union
487,0,18374.691,168095.267,76061200,"RECTANGULAR ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",Europe not European Union
488,0,10760.877,100322.61,76069200,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",Europe not European Union
489,0,5.256,2176.815,82071900,TOOLS FOR  EXCAVATION AND PUNCHING OF SOIL AND ROCKS,Europe not European Union
490,0,4.0,1926.503,84122100,LINEAR ACTING (CYLINDERS) HYDRAULIC ENGINES,Europe not European Union
491,0,2197.861,25167.23,84248110,COMPLETE IRRIGATION SYSTEMS OF ALL KINDS,Europe not European Union
492,0,4.473,2664.186,84314310,PARTS FOR WELL BORING DRILLS,Europe not European Union
493,0,26.174,2268.554,84314390,OTHER PARTS OF BORING MACHINERY,Europe not European Union
494,0,10.298,2405.004,84779000,PARTS FOR MACHINERY WORKING RUBBER OR PLASTIC,Europe not European Union
495,0,4.654,5860.298,84798999,OTHER MACHINERY HAVING ONLY INDIVIDUAL FUNCTION,Europe not European Union
496,0,26.25,1926.0,85153100,AUTOMATIC MACHINES FOR ARC WELDING OF METAL,Europe not European Union
497,0,1.126,5033.246,85381000,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",Europe not European Union
498,0,79.082,2734.068,86040000,RAILWAY OR TRAMWAY MAINTENANCE OR SERVICE VEHICLES,Europe not European Union
499,0,258.684,21610.102,87163990,"OTHER TRAILERS FOR TRANSPORT OF GOODS, NOT MECHANICAL",Europe not European Union
500,0,19.064,20952.424,88033000,OTHER PARTS OF AEROPLANES OR HELICOPTERS,Europe not European Union
501,0,1.105,1988.33,88052900,OTHER  FLYING TRAINING MACHINES,Europe not European Union
502,0,23.135,3492.275,90158000,"OTHER INSTRUMENTS FOR SURVEYING, HYDROGRAPHIC , ETC.",Europe not European Union
503,0,4.799,3499.734,90159000,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",Europe not European Union
504,0,3.249,3016.643,90183190,OTHER SYRINGES,Europe not European Union
505,552,0.07,11728.639,91011100,"PRECIOUS METAL WRISTWATCHES, BATTERY, MECHANIC DISPLAY ONLY",Europe not European Union
506,240,0.024,2622.784,91012100,"OTHER PRECIOUS METAL WRISTWATCHES, AUTOMATIC WINDING",Europe not European Union
507,451,0.091,7237.034,91021100,"WRISTWATCHES, BATTERY, MECHANIC DISPLAY ONLY",Europe not European Union
508,36,0.026,3626.034,91051100,ELECTRICALLY OPERATED ALARM CLOCKS,Europe not European Union
509,0,5609.023,68135.859,99999999,Other Commodities,Europe not European Union
510,0,841.748,3886.262,39011000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF LESS THAN 0.94,Not Defined
511,0,688.96,2315.931,39012000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF 0.94 OR MORE,Not Defined
512,0,247.5,820.418,39021000,POLYPRO PYLENE,Not Defined
513,0,247.5,877.412,39023000,PROPYLENE COPOLYMERS,Not Defined
514,0,1.956,4210.834,84119900,OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,Not Defined
515,0,77.327,2789.056,84249090,"OTHER PARTS OF MECHANICAL APPLIANCES FOR PRAJEEDING ,",Not Defined
516,0,152.391,293.235,99999999,Other Commodities,Not Defined
